Name,Branch,Age,Education,Income_K,Deposit
"Maldonado, Tyler",Stow,48,4. College Grad,74.4,6854.77
"O'Neill, Kyle",Fairlawn,26,4. College Grad,60.3,5820.11
"Sendek, Jazmin",Kent,49,4. College Grad,98.7,11970.23
"Kelly, Terrence",Solon,43,2. HS Grad,73.8,8223.8
"Gomez, David",Fairlawn,33,5. Advanced Degree,86.3,8959.52
"Yang, Aniket",Hudson,31,2. HS Grad,60.2,5986.76
"Gatlin, Morgan",Fairlawn,27,1. < HS Grad,48.4,5516.86
"Blackwater, Paul",Twinsburg,52,2. HS Grad,31.4,4075.42
"Tsinnijinnie, Carsen",Hudson,60,4. College Grad,86.2,8508.7
"Rauscher, Zong",Fairlawn,41,4. College Grad,68.6,7700.8
"Thomas, Jerod",Hudson,45,2. HS Grad,54.3,6761.3
"Burns, Lyndsay",Akron,50,3. Some College,59.3,8106.66
"Wallace, Leroy",Twinsburg,47,5. Advanced Degree,115.4,15724.66
"Jackson, Taylor",Fairlawn,67,4. College Grad,64.2,5674.18
"Brownell, Matthew",Akron,46,5. Advanced Degree,68.3,9518.56
"Fania, Grant",Fairlawn,30,4. College Grad,59.1,7803.23
"Lial, Kelly",Akron,60,5. Advanced Degree,99.1,11540.1
"Valdez, Kia",Akron,48,5. Advanced Degree,12.7,1901.28
"Barclay, Alyx",Solon,33,4. College Grad,54.5,7376.44
"Truong, Alexander",Twinsburg,52,4. College Grad,72.1,8242.89
"Gonzales, Kelsey",Akron,49,5. Advanced Degree,92.7,13090.21
"Nguyen, Mohra",Fairlawn,51,2. HS Grad,37.1,4496.05
"Mondragon-Dehoyos, Samuel",Kent,39,2. HS Grad,44.5,4279.47
"Medina, Jacqueline",Twinsburg,41,3. Some College,47.1,5259.11
"Rodgers, Joshua",Akron,58,4. College Grad,73.8,9812.91
"Smith, Elijah",Hudson,43,3. Some College,83.9,9874.89
"Reyes, Sierra",Fairlawn,21,4. College Grad,32.9,4911.72
"Cha, Alexander",Solon,55,2. HS Grad,55.7,5135.56
"Teuton, Emilio",Twinsburg,33,4. College Grad,55.3,6775.31
"Doner, Megan",Fairlawn,50,4. College Grad,118.9,16377.8
"Snody, Rada",Akron,63,3. Some College,180.8,25292.09
"Puryear, Tyler",Akron,41,4. College Grad,90.2,12854.78
"Voorhees, Alex",Solon,22,4. College Grad,22.2,1624.54
"Eurich, Forest Green",Hudson,56,2. HS Grad,59.2,5581.16
"Nguyen, Selma",Akron,44,5. Advanced Degree,86.5,10420.58
"Martinez, Sandra",Akron,27,2. HS Grad,28.7,2463.32
"Hopko, Christopher",Twinsburg,49,3. Some College,42.1,5099.07
"Conley, Tyler",Akron,50,4. College Grad,62.8,9016.78
"Lopez Murillo, Esmeralda",Hudson,27,3. Some College,58.7,8375.27
"Sheppard, Megan",Solon,31,4. College Grad,40.2,3878.37
"Neyland, Byron",Hudson,65,2. HS Grad,50.7,4223.36
"Bargas, Jordan",Twinsburg,67,3. Some College,62.1,5709.54
"Armstrong, Gabriel",Kent,40,4. College Grad,14.5,3045.82
"Mian, Pha",Akron,32,2. HS Grad,35.2,5538.49
"Carrizosa, Christopher",Solon,47,5. Advanced Degree,71.6,8810.66
"Meraz, Monique",Stow,38,2. HS Grad,46,5067.09
"Brotherton, Emily",Solon,52,2. HS Grad,38.8,2807.14
"Ortega, Mary",Fairlawn,37,5. Advanced Degree,194.7,27671.71
"Sharza, Sam",Fairlawn,53,4. College Grad,109.3,15503.03
"Breeze, Henrik",Kent,39,1. < HS Grad,38.5,5877.93
"Sotelo, Rosa",Akron,33,2. HS Grad,34.7,4794.77
"Odeki, Benjamin",Akron,43,2. HS Grad,52.6,5715.07
"Blood, Kiara",Stow,63,1. < HS Grad,35,3158.61
"Cox, Antashanique",Twinsburg,68,2. HS Grad,26.3,3458.46
"Williams, Zachery",Fairlawn,43,2. HS Grad,59,5521.5
"Morton, Nina",Akron,47,4. College Grad,46.6,4349.09
"Hampton, Elizabeth",Hudson,31,4. College Grad,65.1,7770.89
"Esparza, Jerome",Kent,46,2. HS Grad,54.6,7730.16
"Lai, Kevin",Fairlawn,57,2. HS Grad,39.6,5290.26
"Lattimer, Andrew",Stow,38,2. HS Grad,72.7,9040.95
"Davila, Dong Sung",Stow,28,2. HS Grad,39.7,5464.02
"Fry-Saucedo, Ismael",Twinsburg,36,4. College Grad,60.4,8750.8
"Lumpkin, Jordan",Fairlawn,23,2. HS Grad,31.5,2366.14
"Rice, Hunter",Akron,46,4. College Grad,179.8,25071.78
"Galera, Kevin",Solon,27,2. HS Grad,8.9,422.51
"Mendoza, Jose",Solon,34,2. HS Grad,74.2,9333.01
"King, Jacob",Fairlawn,37,2. HS Grad,48,4759.15
"Cardona, Lucerita",Kent,18,3. Some College,27.8,3488.73
"Flood, Ashley",Kent,31,3. Some College,37.9,3959.05
"Freeman, Brandon",Fairlawn,52,2. HS Grad,60.6,5328.71
"Nakama, Sierra",Fairlawn,59,4. College Grad,42.1,4091.06
"Todd, Sarah",Twinsburg,42,1. < HS Grad,28.4,4796.59
"Thompson, John",Fairlawn,48,4. College Grad,94.7,10313.4
"Arvelo, Larry",Fairlawn,31,2. HS Grad,49,4232.54
"Williams, Dabreona",Kent,54,2. HS Grad,82.8,8697.03
"Sun, Lan",Akron,34,5. Advanced Degree,45.3,4009.84
"Blackbear, Rachael",Kent,37,2. HS Grad,45.3,6848.43
"Bonser, Brianna",Fairlawn,26,1. < HS Grad,33.9,5345.93
"Woodard, Dominick",Fairlawn,38,2. HS Grad,79.7,10748.5
"Sandoval, Valeria",Kent,40,2. HS Grad,44.8,6818.19
"Smith, Lazarea",Stow,35,4. College Grad,65.2,6426.01
"Murphy, Daniel",Akron,38,2. HS Grad,76.5,9140.18
"Williams, Ciarra",Akron,44,4. College Grad,66.8,6192.55
"Fourzan, Joseph",Kent,48,3. Some College,56.3,5997.97
"Hornbuckle, Anthony",Twinsburg,43,4. College Grad,71.1,7264.63
"Murden, Briana",Fairlawn,48,2. HS Grad,65.3,8885.35
"Suazo, Crystal",Kent,56,3. Some College,52.7,6474.24
"Archuleta, Geoffrey",Twinsburg,35,4. College Grad,35.7,3298.43
"Robinson, Aarti",Fairlawn,49,2. HS Grad,42.1,4329.85
"Fortenberry, Daniel",Akron,64,2. HS Grad,21.6,1320.8
"Salazar, Aristeo",Twinsburg,38,1. < HS Grad,51,5141.64
"Calhoun, Tayler",Kent,35,4. College Grad,70.6,7589.78
"Crum, Michael",Akron,43,4. College Grad,69.4,9765.69
"Nguyen, Michael",Solon,49,2. HS Grad,47.9,7136.87
"Janis, Stevie",Fairlawn,30,4. College Grad,53.2,7776.8
"Oswald, Robert",Fairlawn,31,3. Some College,55.7,5575.36
"Godwin, Tyko",Fairlawn,30,4. College Grad,47,4741.23
"Cigarroa Guerrero, Jasmine",Kent,48,4. College Grad,58.9,5425.59
"Galvan, Jose",Kent,49,4. College Grad,69.1,7915.45
"Tran, Scott",Solon,38,4. College Grad,61.2,8014.75
"Godoy, Amber",Twinsburg,30,4. College Grad,71,7605.84
"Trujillo, Gabriel",Kent,34,2. HS Grad,47.5,4908.01
"Williams, Kaprecca",Stow,45,3. Some College,71.8,8407.87
"Florez, Mariah",Akron,83,2. HS Grad,40.8,4567.86
"Collings, Suzanna",Kent,29,2. HS Grad,39.6,5250.56
"Medina, Karla",Akron,51,5. Advanced Degree,55.9,4687.09
"Caro-Rogers, Fernando",Fairlawn,32,3. Some College,48.5,5584.86
"Elliott, Ashley",Hudson,52,4. College Grad,51.4,4714.37
"Bufano, Benjamin",Fairlawn,28,5. Advanced Degree,63.4,8639.96
"Ehrman, Amanda",Kent,25,2. HS Grad,53.5,4557.53
"Howe, Connor",Stow,39,5. Advanced Degree,51.9,6130.32
"Vasquez, Cregory",Akron,38,1. < HS Grad,51.4,6177.5
"Urlocker, Silas",Akron,23,3. Some College,16.7,1986.09
"Salazar, Natalie",Akron,55,3. Some College,35.6,2914.36
"Blasingime, Jamarian",Akron,33,3. Some College,59.7,7196.62
"Randleman, Lanaya",Kent,36,2. HS Grad,28.5,4333.69
"Vang, Matthew",Fairlawn,49,2. HS Grad,39.7,3427.49
"Lizer, Kalisha",Fairlawn,50,2. HS Grad,32.9,2681.17
"Roman, Alondra",Hudson,31,2. HS Grad,53.1,5188.55
"Emmons, Ashlan",Fairlawn,18,2. HS Grad,36.2,4207.63
"Sandoval, Ramon",Stow,41,2. HS Grad,60.1,6075.03
"Ives, Ryan",Fairlawn,27,2. HS Grad,42,4288.99
"Esparza, Alan",Fairlawn,34,5. Advanced Degree,46.5,5516.26
"Folsom, Ishan",Akron,65,4. College Grad,60,5921.37
"York, Elijah",Hudson,27,4. College Grad,61.6,7362.2
"Kelly, Leah",Fairlawn,59,4. College Grad,77.7,7869.26
"Wegen, Ryan",Akron,32,4. College Grad,33.9,3632.05
"Stonestreet, Jahlisha",Kent,41,2. HS Grad,41.8,5589.39
"Sanders, Annalise",Hudson,51,4. College Grad,60.8,8802.28
"Worley, Sarah",Akron,23,3. Some College,30.4,3325.66
"Agsam, Meng",Stow,59,5. Advanced Degree,46,6598.54
"Jones Hofmann, Donald",Kent,18,3. Some College,11.7,647.75
"Diaz-Gallegos, Juan",Stow,41,1. < HS Grad,49.1,5385.52
"Wang, Malcolm",Fairlawn,50,4. College Grad,71.1,8066.86
"San Miguel, Alexander",Fairlawn,43,4. College Grad,65,6321.02
"Nhin, Marvin",Kent,33,5. Advanced Degree,183,23383.4
"Hamlin, Anna",Solon,49,5. Advanced Degree,83.6,11180.54
"Olson, Catherine",Akron,43,5. Advanced Degree,90.9,8988.42
"Gomez, Matias",Kent,48,5. Advanced Degree,182.9,24267.34
"Vigil, Colin",Fairlawn,39,3. Some College,34.9,3200.4
"Mcintyre, Dayana",Akron,44,3. Some College,44.6,3523.18
"Udarbe, Shaylene",Fairlawn,30,4. College Grad,75,8314.86
"Kim, Anna",Fairlawn,19,2. HS Grad,20.8,3499.16
"Thakur, Nickolas",Fairlawn,52,3. Some College,55.9,4978.61
"Truong, Keanu",Akron,25,2. HS Grad,29,3448.64
"Payton, Jessica",Fairlawn,61,3. Some College,61.2,8285.12
"George, Morgan",Hudson,44,1. < HS Grad,47.8,5895.56
"Newell, Natalie",Stow,36,4. College Grad,64.8,7898.64
"Currier, Jasmine",Fairlawn,42,5. Advanced Degree,76.5,7294.01
"Nastacio, Philman",Hudson,26,2. HS Grad,40.3,3416.63
"Pearston, Emma",Fairlawn,38,1. < HS Grad,35.1,5202.9
"French, Breonna",Kent,40,3. Some College,56.1,6674.92
"Swartwood, Caitlin",Stow,26,3. Some College,44.2,3971.28
"Smith, Shyanne",Stow,61,2. HS Grad,67.8,7289.41
"Koeuth, Faith",Fairlawn,43,2. HS Grad,65.3,5709.61
"Altangerel, Alice",Fairlawn,32,2. HS Grad,58,7045.56
"Lewis, Nina",Fairlawn,65,2. HS Grad,78.7,10192.49
"Jones, Kameron",Fairlawn,56,4. College Grad,74.7,8999.91
"Werth, Travis",Akron,44,5. Advanced Degree,185.6,27970.71
"Temby, Hunter",Akron,33,3. Some College,35.4,3960.81
"Richards, Moriah",Akron,48,5. Advanced Degree,77.7,8745.98
"Harness, Nicholas",Kent,47,5. Advanced Degree,28.8,1876.03
"Truong, Kanchana",Solon,49,4. College Grad,71.9,8165.36
"Hommel, Keaton",Kent,47,4. College Grad,18.2,1735.39
"Ablan, Tahma",Kent,25,5. Advanced Degree,58.4,8328.51
"Houghteling, Lacey",Fairlawn,54,3. Some College,64.4,8032.43
"Valentine, Rachel",Fairlawn,43,2. HS Grad,48.1,5559.17
"Thompson, Kameron",Akron,30,3. Some College,46.6,6566.51
"Gonzalez, Michael",Hudson,51,3. Some College,83.8,11231.44
"Bailey, Ilana",Solon,59,5. Advanced Degree,124,15793.76
"Scott, Trenton",Fairlawn,62,4. College Grad,42,6489.86
"Chan, Victoria",Stow,38,3. Some College,71.6,7951.83
"Campbell, Briana",Kent,49,3. Some College,49.1,4220.8
"Cooper, Alexis",Fairlawn,32,5. Advanced Degree,41.1,4747.65
"Camacho, Joshua",Stow,42,4. College Grad,74.4,9368.49
"Campbell, Meeso",Fairlawn,46,2. HS Grad,53.3,4332.16
"Mcconnell, Tristin",Kent,47,2. HS Grad,70.1,9089.58
"Pierre, Tyler",Kent,19,3. Some College,30.5,3119.02
"Varghese, Sarah",Kent,43,2. HS Grad,27.7,1840.65
"Gregory, Michelle",Twinsburg,49,1. < HS Grad,50.5,5023.62
"Smith, Daianaira",Kent,51,5. Advanced Degree,42.7,5705.85
"Worthington, Andy",Twinsburg,51,4. College Grad,75.2,10601.61
"Lucero, Vianey",Fairlawn,46,5. Advanced Degree,41.8,5283.64
"Dahl, Kevin",Akron,52,3. Some College,72,9146.45
"Jiron, Macy",Fairlawn,37,3. Some College,61.9,8989.69
"Ulibarri, Chyanne",Twinsburg,55,2. HS Grad,44.1,6770.42
"April, Mimi",Fairlawn,56,2. HS Grad,58.6,5267.09
"Mclean, Althea",Stow,49,3. Some College,106,14423.06
"Martel, Jonathan",Akron,40,1. < HS Grad,33.1,4321.32
"Roberts, Najae",Kent,21,3. Some College,57.1,8375.06
"Ortiz, Kasandra",Kent,21,4. College Grad,46.3,4624.49
"Romo, Elmy",Solon,58,2. HS Grad,43.9,4325.76
"Mian, Young",Akron,44,2. HS Grad,35.2,3233.57
"Perry-Woods, Stormi",Hudson,41,3. Some College,71,6651.73
"Wagner, Marsean",Kent,26,2. HS Grad,47.2,4832.66
"Romero, Jenny",Fairlawn,43,4. College Grad,74.5,7798.64
"Thompson Wilson, James",Kent,48,3. Some College,60.4,5212.29
"Gentry, Maggie",Kent,45,2. HS Grad,80.2,11222.11
"Snow, Stevie",Akron,46,4. College Grad,30.1,3697.86
"Jacket, Jaylyn",Akron,31,4. College Grad,80.6,10664.98
"Chau, Steve",Fairlawn,37,5. Advanced Degree,49.2,5889.05
"Saucedo, Bianca",Fairlawn,30,3. Some College,52.8,4349.7
"Lucas, Jennifer",Akron,74,2. HS Grad,46.7,6178.14
"Tong, Rolf",Stow,45,4. College Grad,63.8,6174.39
"Martin, Vanessa",Fairlawn,36,2. HS Grad,60.5,8156.04
"Tomlinson, Marlena",Kent,32,4. College Grad,58.5,6664.36
"Juarez, Angelo",Twinsburg,47,2. HS Grad,44,6302.29
"Rodden, Timmy",Hudson,61,4. College Grad,60.9,8043.03
"Wood, Alyona",Fairlawn,41,2. HS Grad,93.3,11454.45
"Ulibarri, Jonathan",Hudson,53,1. < HS Grad,42.1,4073.34
"Nguyen, Joshua",Kent,19,1. < HS Grad,69.2,8434.74
"Baros, Neftali",Hudson,53,4. College Grad,78.5,7628.06
"Nevarez, Farley",Akron,64,2. HS Grad,36.7,2748.87
"Gardner, Halie",Kent,35,4. College Grad,75,7827.7
"Hammond, Olivet",Twinsburg,57,5. Advanced Degree,44.4,3555.2
"Garcia, Alexandra",Akron,46,2. HS Grad,39.1,5017.62
"Ridenour, Makala",Solon,39,2. HS Grad,37.2,3829.12
"Pasillas, Berenise",Akron,26,3. Some College,43.5,5255.05
"Smith, Marcus",Hudson,50,5. Advanced Degree,86.6,9341.15
"Malone, Chukwudi",Kent,44,1. < HS Grad,51.8,6033.18
"Johnson, Harold",Akron,34,3. Some College,38.9,3875.17
"Adams, Kassaundra",Stow,58,5. Advanced Degree,148.9,18089.65
"Metts, Angelique",Hudson,51,2. HS Grad,35.8,4874.55
"Lewis, Yvonne",Kent,27,2. HS Grad,28.5,2958.52
"Robbins, Devon",Akron,51,3. Some College,62.3,7766.98
"Cooley, Kyerria",Akron,48,3. Some College,76.7,9453.86
"Carroll, Kassana",Hudson,63,3. Some College,83.3,9571.94
"Begay, Quianah",Kent,18,1. < HS Grad,31.3,3765.55
"Bunting, Brandi",Fairlawn,43,3. Some College,76,10525.53
"Cahalan, Kelly",Kent,43,2. HS Grad,32.1,2824.63
"Trinidad, Chelsea",Kent,23,4. College Grad,61.9,6974.55
"Stein, Katherine",Kent,38,5. Advanced Degree,194.5,27624.56
"Lujan, Thomas",Fairlawn,57,1. < HS Grad,46.3,4160.07
"Pham, Chalee",Kent,53,5. Advanced Degree,26.1,3371.31
"Ocbamichael, Marquise",Kent,47,3. Some College,91.5,10988.66
"Chapman, Mayhan",Stow,56,3. Some College,69.7,6327.3
"Mattson, Chelsea",Kent,24,4. College Grad,91.1,10760.29
"Brooks, Leshai",Stow,42,2. HS Grad,45.1,4301.73
"Kitsch, Blake",Fairlawn,24,4. College Grad,30.6,2378.43
"Woo, Conner",Akron,48,3. Some College,53.3,6256.21
"Joe, Zoe",Fairlawn,27,3. Some College,53.4,6879.4
"Jarrell, Ashley",Akron,54,2. HS Grad,32,4608.88
"Wake, Patrick",Kent,33,2. HS Grad,53.3,7788.73
"Days, Jerron",Fairlawn,38,5. Advanced Degree,43.4,6285.28
"Chu, Julie",Hudson,27,1. < HS Grad,46.2,5924.04
"Dworsky, Isaiah",Akron,32,3. Some College,51.4,5040.38
"Ryen, Joseph",Kent,20,3. Some College,44.4,5263.49
"Travers, Morgan",Kent,39,5. Advanced Degree,69.8,9872.2
"Lawrence, Kaitlyn",Fairlawn,32,1. < HS Grad,41.3,3843.4
"Hawthorne, Izais",Kent,19,3. Some College,29.5,3280.33
"Agard, Kenny",Akron,35,2. HS Grad,29.6,3707.99
"Adams, Takira",Solon,43,4. College Grad,33.3,3603.47
"Tamayo Mijangos, Rain",Akron,40,4. College Grad,59,8515.8
"Juarez, Daniel",Fairlawn,50,2. HS Grad,88.4,10478.59
"Jacobson, Taron",Kent,37,3. Some College,73.8,8264.62
"Goettel, Lucas",Stow,53,2. HS Grad,43.2,5130.04
"Keese, Santos",Kent,38,5. Advanced Degree,192.5,26676.43
"Smith, Matthew",Twinsburg,35,2. HS Grad,49.8,5106.25
"Anderson, Trina",Twinsburg,40,4. College Grad,80.8,10211.88
"Chan, Jennifer",Akron,30,2. HS Grad,24.9,3971.48
"Thomas-Moore, Xia",Akron,40,3. Some College,35.1,3863.63
"Rocha, K'Lyn",Akron,43,4. College Grad,82.7,9308.92
"Dunning, Breston",Kent,18,2. HS Grad,32.1,3556.7
"Johnson, Dalan",Hudson,52,2. HS Grad,38.4,4518.92
"Lee, Sukhbir",Kent,26,2. HS Grad,44.3,3455
"Craig, Shaquille",Kent,34,2. HS Grad,51.9,6003.33
"Rodriguez, Destin",Fairlawn,41,1. < HS Grad,60.6,8581.67
"Romano, Philip",Akron,48,4. College Grad,57.9,4851.18
"Pinkelman, Rohan",Kent,37,4. College Grad,72.1,7179.57
"Hamilton, Kali",Hudson,42,2. HS Grad,52.4,4330.38
"Martinez, Drue",Solon,31,3. Some College,39.4,5530.31
"Nightingale, Jonathon",Fairlawn,33,4. College Grad,97.9,11457.01
"Medina, Joani",Fairlawn,46,2. HS Grad,62.8,6321.3
"Manegdeg, Daniel",Stow,41,3. Some College,52.4,6588.21
"Alvarado, Leslie",Kent,28,2. HS Grad,70.7,8990.59
"Guerette, Tony",Solon,47,1. < HS Grad,43.9,5149.12
"Salihi, Anjumunara",Kent,36,3. Some College,49.8,4134.13
"Montoya, Aaron",Hudson,60,5. Advanced Degree,96.3,10133.77
"Valdez, Robert",Twinsburg,58,4. College Grad,33.8,5417.94
"Cruz, Lucero",Kent,27,1. < HS Grad,24.3,1951.45
"Molinar, Delia",Kent,39,1. < HS Grad,35.8,5412.98
"Moran-Hernandez, Rachel",Akron,42,2. HS Grad,46.2,4760.52
"Dickens, Devante",Solon,31,3. Some College,48.2,4536.99
"Contreras, Kourtney",Akron,40,3. Some College,43.2,4930.78
"Hughes, Cristan",Kent,51,4. College Grad,42,5429.44
"Mingilton, David",Fairlawn,39,4. College Grad,75.2,7066.35
"De Forge, Jenna",Hudson,44,3. Some College,67.6,6595.76
"Word, Sativa",Akron,47,1. < HS Grad,48,6115.1
"Israel, Mouneek",Fairlawn,24,3. Some College,47.9,3990.38
"Quiroz Lopez, John",Akron,36,4. College Grad,36.4,5040.69
"Mercer, Brittany",Fairlawn,45,5. Advanced Degree,79,8668.82
"Cheng, Alvin",Fairlawn,57,3. Some College,57.1,7138.45
"Oloyede, Jonae",Fairlawn,32,5. Advanced Degree,62.5,5941.28
"Dominguez, Evaristo",Akron,41,3. Some College,99.1,11819.51
"Garcia, Brooke",Akron,48,4. College Grad,67.8,7286.54
"Kincade, Keaton",Stow,57,4. College Grad,94.5,12841.71
"Barber, Brandon",Solon,48,2. HS Grad,19.6,1469.56
"Almodovar, William",Kent,43,4. College Grad,93.9,9850.33
"Davis, Shari",Kent,36,2. HS Grad,64.5,8627.38
"Wellington, Natasha",Kent,35,4. College Grad,182.7,23702.88
"Ellis, Parker",Akron,35,1. < HS Grad,21.1,3239.47
"Orstead, Edgar",Hudson,54,1. < HS Grad,44.9,3420.97
"Dominguez Bolanos, Vincent",Fairlawn,46,5. Advanced Degree,67.2,9699.77
"Buckner, Madison",Fairlawn,44,3. Some College,77,9989.64
"Sosa, Justin",Twinsburg,34,5. Advanced Degree,82.8,8219.37
"Baker, Johnathan",Kent,43,4. College Grad,87.3,8812.66
"Islam, Anthony",Stow,31,4. College Grad,97.8,13234.4
"Rodriguez, Jaquelyn",Akron,28,2. HS Grad,32.8,3604.58
"Khoshnaw, Grant",Twinsburg,48,4. College Grad,39.9,5144.83
"Jiron Moyes, Emilee",Fairlawn,49,2. HS Grad,46.6,5265.18
"Green, Romello",Fairlawn,30,2. HS Grad,71.8,9648.35
"Tagawa, Avani",Hudson,60,2. HS Grad,68.7,7158.82
"Yang, Liana",Fairlawn,62,2. HS Grad,67.9,7072.74
"Sauls, Jalen",Kent,37,2. HS Grad,54.3,7453.78
"Morrison, Daxx",Fairlawn,57,1. < HS Grad,36.4,5646.79
"Dufresne, Marcella",Akron,48,4. College Grad,118.9,14687.75
"Padilla-Vialpando, Nelson",Fairlawn,37,1. < HS Grad,51.6,5647.03
"Young, Kelsie",Akron,58,1. < HS Grad,30.2,2802.64
"Cox, Rachel",Kent,29,2. HS Grad,62.7,7484.71
"Smith, David",Fairlawn,41,2. HS Grad,59.3,7158.4
"Martinez, Jordan",Kent,35,4. College Grad,60.6,7047.77
"Whiteskunk, Sapphire",Stow,53,3. Some College,68.2,8821.52
"Masingale, Chaz",Fairlawn,65,4. College Grad,86.7,9469.48
"Starling, Dylan",Fairlawn,35,1. < HS Grad,39.8,6010.14
"Conover, Santos",Twinsburg,25,4. College Grad,18.6,2402.58
"Carter, Naomi",Twinsburg,48,3. Some College,80.1,7631.31
"Goth, Leah",Stow,43,4. College Grad,72.4,7443.62
"Mayo, Jordan",Fairlawn,29,4. College Grad,73.2,8884.22
"Blanton, Emily",Akron,51,1. < HS Grad,62.4,8733.97
"Crockett, Shannon",Kent,34,5. Advanced Degree,72.2,7996.42
"Thompson, Michael",Solon,51,3. Some College,61,6641.97
"Saravanan, Calvin",Kent,36,2. HS Grad,38.8,4542.8
"Velasquez, Joseph",Akron,25,2. HS Grad,23.2,1439.65
"Neal, Quinton",Akron,35,5. Advanced Degree,56.7,8112.11
"Carey, Christina",Kent,36,2. HS Grad,75.3,10015.46
"Fitts, Niavis",Twinsburg,29,3. Some College,48.6,6735.14
"Vang, Katherine",Kent,39,5. Advanced Degree,49.7,5151.11
"Brown, Stafon",Kent,49,1. < HS Grad,37.1,3188.15
"Allen, Miromar",Twinsburg,45,2. HS Grad,57,5405.05
"Kim, Patrick",Fairlawn,41,3. Some College,52.9,7501.68
"Olguin, Jeyme",Solon,42,4. College Grad,57.9,4881.38
"He, Nulong",Akron,51,4. College Grad,66.2,8748.58
"Moore, Ruasha",Stow,48,3. Some College,97,10420.94
"Geshick, Keely",Akron,55,2. HS Grad,42.6,5388.17
"Niko, Cameron",Akron,35,4. College Grad,41.1,4487.05
"Shafer, Levi",Fairlawn,44,4. College Grad,76.2,7043.87
"Robles Padilla, Brianna",Akron,40,2. HS Grad,10.3,1774.27
"Mathews, Tiana",Hudson,50,2. HS Grad,62.4,7251.18
"Lewis, Kayla",Akron,37,3. Some College,52.5,6265.18
"Gregg, Khristopher",Fairlawn,38,5. Advanced Degree,127,18263.66
"Burton, Bralynd",Akron,38,4. College Grad,44.5,4937.36
"Kamp, Jennifer",Kent,43,1. < HS Grad,33.3,4268.86
"Bullock, Tiffany",Akron,53,5. Advanced Degree,60.1,8432.67
"Romero-Rough, Toby",Solon,52,4. College Grad,61,7593.41
"Valenzuela, Brenda",Akron,57,3. Some College,53.2,7489.7
"Tsinnijinnie, Emilio",Fairlawn,66,5. Advanced Degree,94.7,10306.49
"Ramos, Sara",Fairlawn,29,4. College Grad,54.4,5526.56
"Bowen, Grant",Fairlawn,37,5. Advanced Degree,82.1,8297.75
"Castellot, Joshua",Kent,48,4. College Grad,63.9,8760.2
"Vaillancourt, Owen",Akron,39,3. Some College,51.3,5403.74
"Parino, Drew",Solon,41,2. HS Grad,53.1,6259.54
"Myers, Jumana",Kent,52,4. College Grad,177.7,24752.69
"Hernandez-Espitia, Brittany",Fairlawn,40,2. HS Grad,53.3,7549.45
"Padilla Martinez, Amber",Kent,46,4. College Grad,187.1,25714.13
"Miller, Triniecia",Akron,24,3. Some College,51.5,4835.64
"Pickett Neal, James",Kent,20,3. Some College,43.3,3969.34
"Brown, Jocelynn",Kent,36,5. Advanced Degree,84.1,9622.46
"Nguyen, Alexander",Kent,47,3. Some College,61.8,6095.84
"Hume, Nathaniel",Kent,38,2. HS Grad,57.5,5057.36
"Hernandez, Jese",Fairlawn,41,4. College Grad,65.1,8219.88
"Lucareli, Seung",Kent,48,2. HS Grad,71,7893.59
"Brink, Shelby",Kent,58,2. HS Grad,75.6,8424.8
"Stephens, Michael",Akron,50,4. College Grad,89.8,9678.04
"Smith, Tyrone",Kent,41,1. < HS Grad,31.1,2415.02
"Palmer, Deangelo",Fairlawn,56,2. HS Grad,45.7,4875.43
"Montoya, Karen",Fairlawn,39,1. < HS Grad,37.9,3491.53
"Richardson, Djidade",Fairlawn,30,3. Some College,52.9,6360.94
"Sadler, Brian",Hudson,56,4. College Grad,66.3,8789.96
"Ruckman, Terry",Stow,65,2. HS Grad,34.3,4968.53
"Izaguirre, Ulises",Kent,24,3. Some College,52.4,6861.57
"Wilson, Cody",Twinsburg,52,5. Advanced Degree,178.6,25337.24
"Romero, Abren",Hudson,40,2. HS Grad,47.9,4897.88
"Forbis, Marvin",Fairlawn,51,2. HS Grad,52.7,5721.79
"Guthrie, Elise",Fairlawn,60,5. Advanced Degree,76.9,10424.89
"Gemeda, Erik",Solon,63,4. College Grad,63.4,8271.88
"Hamlin, Austin",Kent,54,2. HS Grad,61.3,5490.32
"Zuehlsdorff, Austin",Fairlawn,38,4. College Grad,37.4,5892.99
"Isaac, Richard",Hudson,48,2. HS Grad,53,4508.32
"Turner, Breanna",Kent,48,2. HS Grad,53.4,6773.53
"Urbieta Villegas, Mark",Hudson,52,4. College Grad,51.6,7112.58
"Schoenrock, Olivia",Hudson,33,2. HS Grad,83.2,10549.46
"Stevens, Jennifer",Akron,29,3. Some College,31.4,4462.19
"Kirkos, Mahlet",Twinsburg,57,4. College Grad,55.9,6397.17
"Cooper, Christopher",Akron,31,1. < HS Grad,21.4,2325.31
"Akimoto-Miller, Maclain",Twinsburg,40,2. HS Grad,57.9,6817.58
"Au, Deisey",Akron,53,2. HS Grad,38.9,3179.99
"Booker, Lavies",Fairlawn,32,4. College Grad,81.9,10127.42
